show,season,unique_id,full_name,episode,action
Bachelorette,4,04_JEREMY_A,Jeremy Anderson,2,D7
Bachelorette,4,04_JEREMY_A,Jeremy Anderson,3,D10
Bachelorette,4,04_JEREMY_A,Jeremy Anderson,4,D6
Bachelorette,4,04_JEREMY_A,Jeremy Anderson,5,D1
Bachelorette,4,04_JEREMY_A,Jeremy Anderson,6,D1
Bachelorette,4,04_JEREMY_A,Jeremy Anderson,7,D1
Bachelorette,4,04_JESSE_C,Jesse Csincsak,1,R1
Bachelorette,4,04_JESSE_C,Jesse Csincsak,4,R
Bachelorette,4,04_JESSE_C,Jesse Csincsak,8,W
Bachelorette,4,04_JESSE_C,Jesse Csincsak,2,D7
Bachelorette,4,04_JESSE_C,Jesse Csincsak,3,D10
Bachelorette,4,04_JESSE_C,Jesse Csincsak,4,D1
Bachelorette,4,04_JESSE_C,Jesse Csincsak,5,D4
Bachelorette,4,04_JESSE_C,Jesse Csincsak,6,D1
Bachelorette,4,04_JESSE_C,Jesse Csincsak,7,D1
Bachelorette,4,04_JESSE_C,Jesse Csincsak,8,D1
Bachelorette,4,04_JONATHAN_K,"Jonathan ""Jon"" Konkel",1,E
Bachelorette,4,04_LUKE_H,Luke Hamilton,1,E
Bachelorette,4,04_PATRICK_C,Patrick Carlson,1,E
Bachelorette,4,04_PATRICK_D,Patrick Durrere,1,E
Bachelorette,4,04_PAUL_B,Paul Brosseau,2,R
Bachelorette,4,04_PAUL_B,Paul Brosseau,3,E
Bachelorette,4,04_PAUL_B,Paul Brosseau,2,D7
Bachelorette,4,04_PAUL_B,Paul Brosseau,3,D10
Bachelorette,4,04_RICHARD_M,Richard Mathy,1,R1
Bachelorette,4,04_RICHARD_M,Richard Mathy,3,ED
Bachelorette,4,04_RICHARD_M,Richard Mathy,2,D7
Bachelorette,4,04_RICHARD_M,Richard Mathy,3,D1
Bachelorette,4,04_ROBERT_F,Robert Fair,3,R
Bachelorette,4,04_ROBERT_F,Robert Fair,4,ED
Bachelorette,4,04_ROBERT_F,Robert Fair,2,D7
Bachelorette,4,04_ROBERT_F,Robert Fair,3,D10
Bachelorette,4,04_ROBERT_F,Robert Fair,4,D2
Bachelorette,4,04_RONALD_M,Ronald Mayer,3,E
Bachelorette,4,04_RONALD_M,Ronald Mayer,2,D7
Bachelorette,4,04_RONALD_M,Ronald Mayer,3,D10
Bachelorette,4,04_RYAN_H,Ryan Hoag,2,E
Bachelorette,4,04_RYAN_H,Ryan Hoag,2,D7
Bachelorette,4,04_SEAN_R,Sean Ramey,4,R
Bachelorette,4,04_SEAN_R,Sean Ramey,5,E
Bachelorette,4,04_SEAN_R,Sean Ramey,2,D7
Bachelorette,4,04_SEAN_R,Sean Ramey,3,D10
Bachelorette,4,04_SEAN_R,Sean Ramey,4,D6
Bachelorette,4,04_SEAN_R,Sean Ramey,5,D1
Bachelorette,4,04_SPERO_S,Spero Stamboulis,1,E
Bachelor,5,05_AMBER_L,Amber LaRoux,2,E
Bachelor,5,05_AMBER_L,Amber LaRoux,2,D8
Bachelor,5,05_ANNECATHERINE_L,Anne-Catherine Labbé,2,E
Bachelor,5,05_ANNECATHERINE_L,Anne-Catherine Labbé,2,D8
Bachelor,5,05_CELESTE_C,Celeste Creel,2,E
Bachelor,5,05_CELESTE_C,Celeste Creel,2,D7
Bachelor,5,05_DEBBIE_M,Debbie Merkett,1,E
Bachelor,5,05_DESHAUN_W,DeShaun Warner,1,E
Bachelor,5,05_DOLORES_F,Dolores Farburg,1,E
Bachelor,5,05_FRANCINE_J,Francine Jones,1,E
Bachelor,5,05_HOLLY_R,Holly Reeder,1,E
Bachelor,5,05_JEANMARIE_C,Jean-Marie Callahan,2,E
Bachelor,5,05_JEANMARIE_C,Jean-Marie Callahan,2,D8
Bachelor,5,05_JENNY_M,Jenny Matthews,1,E
Bachelor,5,05_JENNY_S,Jenny De Schiralli,3,E
Bachelor,5,05_JENNY_S,Jenny De Schiralli,2,D8
Bachelor,5,05_JENNY_S,Jenny De Schiralli,3,D6
Bachelor,5,05_JESSICA_B,Jessica Bowlin,7,W
Bachelor,5,05_JESSICA_B,Jessica Bowlin,2,D7
Bachelor,5,05_JESSICA_B,Jessica Bowlin,3,D6
Bachelor,5,05_JESSICA_B,Jessica Bowlin,4,D1
Bachelor,5,05_JESSICA_B,Jessica Bowlin,5,D1
Bachelor,5,05_JESSICA_B,Jessica Bowlin,6,D1
Bachelor,5,05_JESSICA_B,Jessica Bowlin,7,D1
Bachelor,5,05_JESSICA_H,Jessica Holcomb,3,E
Bachelor,5,05_JESSICA_H,Jessica Holcomb,2,D8
Bachelor,5,05_JESSICA_H,Jessica Holcomb,3,D6
Bachelor,5,05_JESSICA_K,Jessica Kyron,1,E
Bachelor,5,05_JULIE_D,Julie Durda,3,E
Bachelor,5,05_JULIE_D,Julie Durda,2,D7
Bachelor,5,05_JULIE_D,Julie Durda,3,D6
Bachelor,5,05_KAREN_L,Karen Lindsay,4,E
Bachelor,5,05_KAREN_L,Karen Lindsay,2,D7
Bachelor,5,05_KAREN_L,Karen Lindsay,3,D6
Bachelor,5,05_KAREN_L,Karen Lindsay,4,D3
Bachelor,5,05_KATIE_G,Katie Gehart,3,E
Bachelor,5,05_KATIE_G,Katie Gehart,2,D7
Bachelor,5,05_KATIE_G,Katie Gehart,3,D6
Bachelor,5,05_KRISTIN_C,Kristin Clearwater,1,E
Bachelor,5,05_KRISTY_R,Kristy Romero,2,E
Bachelor,5,05_KRISTY_R,Kristy Romero,2,D8
Bachelor,5,05_MANDY_C,Mandy Clemens,2,E
Bachelor,5,05_MANDY_C,Mandy Clemens,2,D8
Bachelor,5,05_MANDY_J,Mandy Jaye Jeffreys,6,E
Bachelor,5,05_MANDY_J,Mandy Jaye Jeffreys,2,D7
Bachelor,5,05_MANDY_J,Mandy Jaye Jeffreys,3,D2
Bachelor,5,05_MANDY_J,Mandy Jaye Jeffreys,4,D1
Bachelor,5,05_MANDY_J,Mandy Jaye Jeffreys,5,D1
Bachelor,5,05_MANDY_J,Mandy Jaye Jeffreys,6,D1
Bachelor,5,05_RACHEL_C,Rachel Clementi,1,E
Bachelor,5,05_SUZIE_W,Suzie Williams,4,E
Bachelor,5,05_SUZIE_W,Suzie Williams,2,D8
Bachelor,5,05_SUZIE_W,Suzie Williams,3,D1
Bachelor,5,05_SUZIE_W,Suzie Williams,4,D3
Bachelor,5,05_TARA_H,Tara Huckeby,7,E
Bachelor,5,05_TARA_H,Tara Huckeby,2,D7
Bachelor,5,05_TARA_H,Tara Huckeby,3,D1
Bachelor,5,05_TARA_H,Tara Huckeby,4,D1
Bachelor,5,05_TARA_H,Tara Huckeby,5,D1
Bachelor,5,05_TARA_H,Tara Huckeby,6,D1
Bachelor,5,05_TARA_H,Tara Huckeby,7,D1
Bachelor,5,05_TRISH_S,Trish Schneider,1,R1
Bachelor,5,05_TRISH_S,Trish Schneider,5,E
Bachelor,5,05_TRISH_S,Trish Schneider,2,D1
Bachelor,5,05_TRISH_S,Trish Schneider,3,D2
Bachelor,5,05_TRISH_S,Trish Schneider,4,D3
Bachelor,5,05_TRISH_S,Trish Schneider,5,D1
Bachelorette,5,05_ADAM_D,Adam Duvendeck,1,E
Bachelorette,5,05_BRAD_S,Brad Seberhagen,3,E
Bachelorette,5,05_BRAD_S,Brad Seberhagen,2,D8
Bachelorette,5,05_BRAD_S,Brad Seberhagen,3,D11
Bachelorette,5,05_BRIAN_D,Brian Duke,2,E
Bachelorette,5,05_BRIAN_D,Brian Duke,2,D8
Bachelorette,5,05_BRIAN_V,Bryan Vaderman,1,E
Bachelorette,5,05_BRYCE_H,Bryce Harlow,1,E
Bachelorette,5,05_CALEB_K,Caleb Kuhl,1,E
Bachelorette,5,05_DAVID_G,David Good,1,R1
Bachelorette,5,05_DAVID_G,David Good,4,E
Bachelorette,5,05_DAVID_G,David Good,2,D7
Bachelorette,5,05_DAVID_G,David Good,4,D10
Bachelorette,5,05_ED_S,Ed Swiderski,3,R
Bachelorette,5,05_ED_S,Ed Swiderski,10,W
Bachelorette,5,05_ED_S,Ed Swiderski,2,D8
Bachelorette,5,05_ED_S,Ed Swiderski,3,D1
Bachelorette,5,05_ED_S,Ed Swiderski,4,D10
Bachelorette,5,05_ED_S,Ed Swiderski,5,D8
Bachelorette,5,05_ED_S,Ed Swiderski,7,D1
Bachelorette,5,05_ED_S,Ed Swiderski,8,D1
Bachelorette,5,05_ED_S,Ed Swiderski,9,D1
Bachelorette,5,05_ED_S,Ed Swiderski,10,D1
Bachelorette,5,05_GREG_B,Greg Bilbro,1,E
Bachelorette,5,05_JAKE_P,Jake Pavelka,2,R
Bachelorette,5,05_JAKE_P,Jake Pavelka,6,E
Bachelorette,5,05_JAKE_P,Jake Pavelka,2,D1
Bachelorette,5,05_JAKE_P,Jake Pavelka,4,D10
Bachelorette,5,05_JAKE_P,Jake Pavelka,5,D8
Bachelorette,5,05_JAKE_P,Jake Pavelka,6,D6
Bachelorette,5,05_JESSE_K,Jesse Kovacs,4,R
Bachelorette,5,05_JESSE_K,Jesse Kovacs,5,R
Bachelorette,5,05_JESSE_K,Jesse Kovacs,7,E
Bachelorette,5,05_JESSE_K,Jesse Kovacs,2,D7
Bachelorette,5,05_JESSE_K,Jesse Kovacs,4,D10
Bachelorette,5,05_JESSE_K,Jesse Kovacs,5,D1
Bachelorette,5,05_JESSE_K,Jesse Kovacs,6,D6
Bachelorette,5,05_JESSE_K,Jesse Kovacs,7,D1
Bachelorette,5,05_JOHN_H,John Hardesty,1,E
Bachelorette,5,05_JOHN_P,John Presser,1,E
Bachelorette,5,05_JOSH_Y,Josh Yocam,1,E
Bachelorette,5,05_JUAN_B,Juan Barbieri,2,R
Bachelorette,5,05_JUAN_B,Juan Barbieri,4,E
Bachelorette,5,05_JUAN_B,Juan Barbieri,2,D7
Bachelorette,5,05_JUAN_B,Juan Barbieri,3,D11
Bachelorette,5,05_JUAN_B,Juan Barbieri,4,D10
Bachelorette,5,05_JULIEN_H,Julien Hug,2,E
Bachelorette,5,05_KIPTYN_L,Kiptyn Locke,4,R
Bachelorette,5,05_KIPTYN_L,Kiptyn Locke,6,R
Bachelorette,5,05_KIPTYN_L,Kiptyn Locke,10,E
Bachelorette,5,05_KIPTYN_L,Kiptyn Locke,2,D7
Bachelorette,5,05_KIPTYN_L,Kiptyn Locke,3,D11
Bachelorette,5,05_KIPTYN_L,Kiptyn Locke,4,D1
Bachelorette,5,05_KIPTYN_L,Kiptyn Locke,5,D8
Bachelorette,5,05_KIPTYN_L,Kiptyn Locke,6,D6
Bachelorette,5,05_KIPTYN_L,Kiptyn Locke,7,D1
Bachelorette,5,05_KIPTYN_L,Kiptyn Locke,8,D1
Bachelorette,5,05_KIPTYN_L,Kiptyn Locke,9,D1
Bachelorette,5,05_KIPTYN_L,Kiptyn Locke,10,D1
Bachelorette,5,05_KYLE_Y,Kyle Yauch,1,E
Bachelorette,5,05_MARK_H,Mark Huebner,4,R
Bachelorette,5,05_MARK_H,Mark Huebner,5,E
Bachelorette,5,05_MARK_H,Mark Huebner,2,D7
Bachelorette,5,05_MARK_H,Mark Huebner,3,D11
Bachelorette,5,05_MARK_H,Mark Huebner,4,D2
Bachelorette,5,05_MARK_H,Mark Huebner,5,D8
Bachelorette,5,05_MATHUE_J,Mathue Johnson,2,E
Bachelorette,5,05_MATHUE_J,Mathue Johnson,2,D8
Bachelorette,5,05_MICHAEL_S,Michael Stagliano,5,R
Bachelorette,5,05_MICHAEL_S,Michael Stagliano,7,E
Bachelorette,5,05_MICHAEL_S,Michael Stagliano,2,D8
Bachelorette,5,05_MICHAEL_S,Michael Stagliano,3,D11
Bachelorette,5,05_MICHAEL_S,Michael Stagliano,4,D10
Bachelorette,5,05_MICHAEL_S,Michael Stagliano,5,D1
Bachelorette,5,05_MICHAEL_S,Michael Stagliano,6,D6
Bachelorette,5,05_MICHAEL_S,Michael Stagliano,7,D1
Bachelorette,5,05_MIKE_S,Mike Steinberg,2,R
Bachelorette,5,05_MIKE_S,Mike Steinberg,4,ED
Bachelorette,5,05_MIKE_S,Mike Steinberg,2,D7
Bachelorette,5,05_MIKE_S,Mike Steinberg,3,D11
Bachelorette,5,05_MIKE_S,Mike Steinberg,4,D2
Bachelorette,5,05_REID_R,Reid Rosenthal,6,R
Bachelorette,5,05_REID_R,Reid Rosenthal,9,E
Bachelorette,5,05_REID_R,Reid Rosenthal,3,D11
Bachelorette,5,05_REID_R,Reid Rosenthal,4,D10
Bachelorette,5,05_REID_R,Reid Rosenthal,5,D8
Bachelorette,5,05_REID_R,Reid Rosenthal,6,D1
Bachelorette,5,05_REID_R,Reid Rosenthal,7,D1
Bachelorette,5,05_REID_R,Reid Rosenthal,8,D1
Bachelorette,5,05_REID_R,Reid Rosenthal,9,D1
Bachelorette,5,05_ROBBY_D,Robby Descant,3,R
Bachelorette,5,05_ROBBY_D,Robby Descant,6,ED
Bachelorette,5,05_ROBBY_D,Robby Descant,3,D11
Bachelorette,5,05_ROBBY_D,Robby Descant,4,D10
Bachelorette,5,05_ROBBY_D,Robby Descant,5,D8
Bachelorette,5,05_ROBBY_D,Robby Descant,6,D1
Bachelorette,5,05_SASHA_P,Sasha Petrovic,3,ED
Bachelorette,5,05_SASHA_P,Sasha Petrovic,2,D8
Bachelorette,5,05_SASHA_P,Sasha Petrovic,3,D1
Bachelorette,5,05_SIMON_A,Simon Ambrose,2,E
Bachelorette,5,05_SIMON_A,Simon Ambrose,2,D7
Bachelorette,5,05_STEPHEN_R,Stephen Reich,1,E
Bachelorette,5,05_TANNER_F,Tanner Fanello,3,E
Bachelorette,5,05_TANNER_F,Tanner Fanello,3,D11
Bachelorette,5,05_TANNER_P,Tanner Pope,6,E
Bachelorette,5,05_TANNER_P,Tanner Pope,2,D8
Bachelorette,5,05_TANNER_P,Tanner Pope,3,D11
Bachelorette,5,05_TANNER_P,Tanner Pope,4,D10
Bachelorette,5,05_TANNER_P,Tanner Pope,5,D8
Bachelorette,5,05_TANNER_P,Tanner Pope,6,D6
Bachelorette,5,05_WES_H,Wes Hayden,2,R
Bachelorette,5,05_WES_H,Wes Hayden,8,E
Bachelorette,5,05_WES_H,Wes Hayden,2,D8
Bachelorette,5,05_WES_H,Wes Hayden,3,D11
Bachelorette,5,05_WES_H,Wes Hayden,4,D10
Bachelorette,5,05_WES_H,Wes Hayden,5,D8
Bachelorette,5,05_WES_H,Wes Hayden,6,D6
Bachelorette,5,05_WES_H,Wes Hayden,7,D1
Bachelorette,5,05_WES_H,Wes Hayden,8,D1
Bachelor,6,06_ABBY,Abby,1,E
Bachelor,6,06_ALMA,Alma,1,E
Bachelor,6,06_AMANDA,Amanda,3,E
Bachelor,6,06_AMY,Amy,1,E
Bachelor,6,06_ANDREA,Andrea,5,E
Bachelor,6,06_ANDREA,Andrea,3,D1
Bachelor,6,06_ASHLEY,Ashley,2,E
Bachelor,6,06_CAROLYN,Carolyn,1,E
Bachelor,6,06_CHERESSE,Cheresse,6,E
Bachelor,6,06_CHERESSE,Cheresse,2,D1
Bachelor,6,06_CYNTHIA,Cynthia,7,E
Bachelor,6,06_CYNTHIA,Cynthia,5,D1
Bachelor,6,06_CYNTHIA,Cynthia,6,D1
Bachelor,6,06_CYNTHIA,Cynthia,7,D1
Bachelor,6,06_ELIZABETH,Elizabeth,4,E
Bachelor,6,06_ELIZABETH,Elizabeth,4,D1
Bachelor,6,06_HEATHER,Heather Cranford,3,E
Bachelor,6,06_HEATHER,Heather Cranford,3,D2
Bachelor,6,06_JAYNE,Jayne,5,E
Bachelor,6,06_JAYNE,Jayne,2,D1
Bachelor,6,06_JAYNE,Jayne,5,D1
Bachelor,6,06_JENNIFER,Jennifer,1,E
Bachelor,6,06_KELLY,Kelly,2,E
Bachelor,6,06_KERRY,Kerry,1,E
Bachelor,6,06_KRISTIE,Kristie,3,E
Bachelor,6,06_KRISTIN,Kristin,1,E
Bachelor,6,06_KRYSTA,Krysta,4,E
Bachelor,6,06_LEINA,Leina,2,EQ
Bachelor,6,06_LISA,Lisa,1,E
Bachelor,6,06_MARY,Mary,8,W
Bachelor,6,06_MARY,Mary,3,D2
Bachelor,6,06_MARY,Mary,5,D1
Bachelor,6,06_MARY,Mary,6,D1
Bachelor,6,06_MARY,Mary,7,D1
Bachelor,6,06_MARY,Mary,8,D1
Bachelor,6,06_MELINDA,Melinda,1,E
Bachelor,6,06_NATALIE,Natalie,2,E
Bachelor,6,06_NICOLE,Nicole,1,E
Bachelor,6,06_SUSIE,Susie,3,E
Bachelor,6,06_TANYA,Tanya,8,E
Bachelor,6,06_TANYA,Tanya,4,D1
Bachelor,6,06_TANYA,Tanya,6,D1
Bachelor,6,06_TANYA,Tanya,7,D1
Bachelor,6,06_TANYA,Tanya,8,D1
Bachelor,6,06_WENDE,Wende,2,E
Bachelorette,6,06_CHRIS_H,Chris Hasek-Watt,2,E
Bachelorette,6,06_CHRIS_H,Chris Hasek-Watt,2,D12
Bachelorette,6,06_CHRIS_L,Chris Lambton,4,R
Bachelorette,6,06_CHRIS_L,Chris Lambton,10,ED
Bachelorette,6,06_CHRIS_L,Chris Lambton,3,D9
Bachelorette,6,06_CHRIS_L,Chris Lambton,4,D1
Bachelorette,6,06_CHRIS_L,Chris Lambton,5,D6
Bachelorette,6,06_CHRIS_L,Chris Lambton,6,D4
Bachelorette,6,06_CHRIS_L,Chris Lambton,7,D1
Bachelorette,6,06_CHRIS_L,Chris Lambton,8,D1
Bachelorette,6,06_CHRIS_L,Chris Lambton,9,D1
Bachelorette,6,06_CHRIS_L,Chris Lambton,10,D1
Bachelorette,6,06_CHRIS_N,Chris Nordhorn,5,E
Bachelorette,6,06_CHRIS_N,Chris Nordhorn,2,D12
Bachelorette,6,06_CHRIS_N,Chris Nordhorn,3,D9
Bachelorette,6,06_CHRIS_N,Chris Nordhorn,5,D6
Bachelorette,6,06_CRAIG_M,Craig McKinnon,2,E
Bachelorette,6,06_CRAIG_M,Craig McKinnon,2,D12
Bachelorette,6,06_CRAIG_R,Craig Robinson,6,E
Bachelorette,6,06_CRAIG_R,Craig Robinson,2,D12
Bachelorette,6,06_CRAIG_R,Craig Robinson,3,D9
Bachelorette,6,06_CRAIG_R,Craig Robinson,4,D7
Bachelorette,6,06_CRAIG_R,Craig Robinson,5,D6
Bachelorette,6,06_CRAIG_R,Craig Robinson,6,D4
Bachelorette,6,06_DEREK_X,Derek,1,E
Bachelorette,6,06_DERRICK_S,Derrick Schuster,1,E
Bachelorette,6,06_FRANK_N,Frank Neuschaefer,2,R
Bachelorette,6,06_FRANK_N,Frank Neuschaefer,6,R
Bachelorette,6,06_FRANK_N,Frank Neuschaefer,9,EF
Bachelorette,6,06_FRANK_N,Frank Neuschaefer,2,D1
Bachelorette,6,06_FRANK_N,Frank Neuschaefer,3,D9
Bachelorette,6,06_FRANK_N,Frank Neuschaefer,4,D7
Bachelorette,6,06_FRANK_N,Frank Neuschaefer,5,D6
Bachelorette,6,06_FRANK_N,Frank Neuschaefer,6,D1
Bachelorette,6,06_FRANK_N,Frank Neuschaefer,7,D2
Bachelorette,6,06_FRANK_N,Frank Neuschaefer,8,D1
Bachelorette,6,06_FRANK_N,Frank Neuschaefer,9,D1
Bachelorette,6,06_HUNTER_W,Hunter Wagner,3,ED
Bachelorette,6,06_HUNTER_W,Hunter Wagner,2,D12
Bachelorette,6,06_HUNTER_W,Hunter Wagner,3,D1
Bachelorette,6,06_JASON_W,Jason Whitehead,1,E
Bachelorette,6,06_JAY_R,Jay Resmini,1,E
Bachelorette,6,06_JESSE_B,Jesse Beck,2,R
Bachelorette,6,06_JESSE_B,Jesse Beck,4,E
Bachelorette,6,06_JESSE_B,Jesse Beck,2,D1
Bachelorette,6,06_JESSE_B,Jesse Beck,3,D9
Bachelorette,6,06_JESSE_B,Jesse Beck,4,D7
Bachelorette,6,06_JOHN_C,John Crivello,3,E
Bachelorette,6,06_JOHN_C,John Crivello,3,D9
Bachelorette,6,06_JOHN_N,John N.,1,E
Bachelorette,6,06_JONATHAN_N,Jonathan Novack,4,E
Bachelorette,6,06_JONATHAN_N,Jonathan Novack,2,D12
Bachelorette,6,06_JONATHAN_N,Jonathan Novack,3,D9
Bachelorette,6,06_JONATHAN_N,Jonathan Novack,4,D7
Bachelorette,6,06_JUSTIN_R,Justin Rego,5,R
Bachelorette,6,06_JUSTIN_R,Justin Rego,6,EF
Bachelorette,6,06_JUSTIN_R,Justin Rego,2,D12
Bachelorette,6,06_JUSTIN_R,Justin Rego,3,D9
Bachelorette,6,06_JUSTIN_R,Justin Rego,5,D2
Bachelorette,6,06_KASEY_K,Kasey Kahl,5,ED
Bachelorette,6,06_KASEY_K,Kasey Kahl,2,D12
Bachelorette,6,06_KASEY_K,Kasey Kahl,4,D1
Bachelorette,6,06_KASEY_K,Kasey Kahl,5,D2
Bachelorette,6,06_KIRK_D,Kirk DeWindt,3,R
Bachelorette,6,06_KIRK_D,Kirk DeWindt,5,R
Bachelorette,6,06_KIRK_D,Kirk DeWindt,8,E
Bachelorette,6,06_KIRK_D,Kirk DeWindt,2,D12
Bachelorette,6,06_KIRK_D,Kirk DeWindt,3,D9
Bachelorette,6,06_KIRK_D,Kirk DeWindt,4,D7
Bachelorette,6,06_KIRK_D,Kirk DeWindt,5,D1
Bachelorette,6,06_KIRK_D,Kirk DeWindt,6,D4
Bachelorette,6,06_KIRK_D,Kirk DeWindt,7,D1
Bachelorette,6,06_KIRK_D,Kirk DeWindt,8,D1
Bachelorette,6,06_KYLE_H,Kyle Higgins,1,E
Bachelorette,6,06_PHIL_K,Phil Kayden,1,E
Bachelorette,6,06_ROBERT_M,Roberto Martinez,1,R1
Bachelorette,6,06_ROBERT_M,Roberto Martinez,3,R
Bachelorette,6,06_ROBERT_M,Roberto Martinez,10,W
Bachelorette,6,06_ROBERT_M,Roberto Martinez,3,D1
Bachelorette,6,06_ROBERT_M,Roberto Martinez,4,D7
Bachelorette,6,06_ROBERT_M,Roberto Martinez,5,D6
Bachelorette,6,06_ROBERT_M,Roberto Martinez,6,D4
Bachelorette,6,06_ROBERT_M,Roberto Martinez,7,D1
Bachelorette,6,06_ROBERT_M,Roberto Martinez,8,D1
Bachelorette,6,06_ROBERT_M,Roberto Martinez,9,D1
Bachelorette,6,06_ROBERT_M,Roberto Martinez,10,D1
Bachelorette,6,06_STEVE_K,Steve Kocsis,3,E
Bachelorette,6,06_STEVE_K,Steve Kocsis,2,D12
Bachelorette,6,06_TY_B,Ty Brown,2,R
Bachelorette,6,06_TY_B,Ty Brown,5,R
Bachelorette,6,06_TY_B,Ty Brown,6,R
Bachelorette,6,06_TY_B,Ty Brown,7,E
Bachelorette,6,06_TY_B,Ty Brown,2,D12
Bachelorette,6,06_TY_B,Ty Brown,4,D7
Bachelorette,6,06_TY_B,Ty Brown,5,D6
Bachelorette,6,06_TY_B,Ty Brown,6,D1
Bachelorette,6,06_TY_B,Ty Brown,7,D2
Bachelorette,6,06_TYLER_M,Tyler Vermette,1,E
Bachelorette,6,06_TYLER_V,Tyler Morrow,2,E
Bachelorette,6,06_TYLER_V,Tyler Morrow,2,D12
Bachelor,7,07_ANITRA,Anitra,1,R
Bachelor,7,07_ANITRA,Anitra,4,E
Bachelor,7,07_ANITRA,Anitra,1,D5
Bachelor,7,07_ANITRA,Anitra,2,D10
Bachelor,7,07_ANITRA,Anitra,3,D6
Bachelor,7,07_ANITRA,Anitra,4,D5
Bachelor,7,07_BRENDA,Brenda,1,EU
Bachelor,7,07_CARRIE,Carrie,2,E
Bachelor,7,07_CARRIE,Carrie,1,D6
Bachelor,7,07_CARRIE,Carrie,2,D10
Bachelor,7,07_DANUSHKA,Danushka,1,E
Bachelor,7,07_DANUSHKA,Danushka,1,D6
Bachelor,7,07_DEBBY,Debby,1,EU
Bachelor,7,07_EMILIE,Emilie,1,E
Bachelor,7,07_EMILIE,Emilie,1,D5
Bachelor,7,07_GEITAN,Geitan,1,E
Bachelor,7,07_GEITAN,Geitan,1,D9
Bachelor,7,07_GINA MARIE,Gina Marie,2,E
Bachelor,7,07_GINA MARIE,Gina Marie,1,D9
Bachelor,7,07_GINA MARIE,Gina Marie,2,D10
Bachelor,7,07_HEATHER,Heather,1,EU
Bachelor,7,07_JENNY,Jenny,1,R
Bachelor,7,07_JENNY,Jenny,3,E
Bachelor,7,07_JENNY,Jenny,1,D6
Bachelor,7,07_JENNY,Jenny,2,D10
Bachelor,7,07_JENNY,Jenny,3,D6
Bachelor,7,07_KARA,Kara,2,R
Bachelor,7,07_KARA,Kara,3,EU
Bachelor,7,07_KARA,Kara,1,D9
Bachelor,7,07_KARA,Kara,2,D10
Bachelor,7,07_KARA,Kara,3,D1
Bachelor,7,07_KATIE,Katie,1,EU
Bachelor,7,07_KERRY,Kerry,1,R1
Bachelor,7,07_KERRY,Kerry,2,E
Bachelor,7,07_KERRY,Kerry,1,D6
Bachelor,7,07_KERRY,Kerry,2,D10
Bachelor,7,07_KIMBERLY,Kimberley,1,R
Bachelor,7,07_KIMBERLY,Kimberley,2,R
Bachelor,7,07_KIMBERLY,Kimberley,3,R
Bachelor,7,07_KIMBERLY,Kimberley,5,E
Bachelor,7,07_KIMBERLY,Kimberley,1,D6
Bachelor,7,07_KIMBERLY,Kimberley,2,D10
Bachelor,7,07_KIMBERLY,Kimberley,3,D1
Bachelor,7,07_KIMBERLY,Kimberley,4,D5
Bachelor,7,07_KIMBERLY,Kimberley,5,D1
Bachelor,7,07_KINDLE,Kindle,1,R
Bachelor,7,07_KINDLE,Kindle,4,E
Bachelor,7,07_KINDLE,Kindle,1,D5
Bachelor,7,07_KINDLE,Kindle,2,D10
Bachelor,7,07_KINDLE,Kindle,3,D6
Bachelor,7,07_KINDLE,Kindle,4,D5
Bachelor,7,07_KRISILY,Krisily,1,R
Bachelor,7,07_KRISILY,Krisily,7,EU
Bachelor,7,07_KRISILY,Krisily,1,D9
Bachelor,7,07_KRISILY,Krisily,2,D10
Bachelor,7,07_KRISILY,Krisily,3,D6
Bachelor,7,07_KRISILY,Krisily,4,D5
Bachelor,7,07_KRISILY,Krisily,5,D1
Bachelor,7,07_KRISILY,Krisily,6,D1
Bachelor,7,07_KRISILY,Krisily,7,D1
Bachelor,7,07_KRISTEN,Kristen,1,E
Bachelor,7,07_KRISTEN,Kristen,1,D5
Bachelor,7,07_KRISTINA,Kristina,1,EU
Bachelor,7,07_KRISTINE,Kristine,1,E
Bachelor,7,07_KRISTINE,Kristine,1,D9
Bachelor,7,07_KYSHAWN,Kyshawn,1,E
Bachelor,7,07_KYSHAWN,Kyshawn,1,D9
Bachelor,7,07_MEGAN,Megan,2,EU
Bachelor,7,07_MEGAN,Megan,1,D5
Bachelor,7,07_MEGAN,Megan,2,D1
Bachelor,7,07_SARAH B.,Sarah B.,4,R
Bachelor,7,07_SARAH B.,Sarah B.,7,W
Bachelor,7,07_SARAH B.,Sarah B.,1,D9
Bachelor,7,07_SARAH B.,Sarah B.,2,D10
Bachelor,7,07_SARAH B.,Sarah B.,3,D6
Bachelor,7,07_SARAH B.,Sarah B.,4,D1
Bachelor,7,07_SARAH B.,Sarah B.,5,D1
Bachelor,7,07_SARAH B.,Sarah B.,6,D1
Bachelor,7,07_SARAH B.,Sarah B.,7,D1
Bachelor,7,07_SARAH W.,Sarah W.,1,R1
Bachelor,7,07_SARAH W.,Sarah W.,2,R
Bachelor,7,07_SARAH W.,Sarah W.,6,E
Bachelor,7,07_SARAH W.,Sarah W.,1,D9
Bachelor,7,07_SARAH W.,Sarah W.,2,D1
Bachelor,7,07_SARAH W.,Sarah W.,3,D6
Bachelor,7,07_SARAH W.,Sarah W.,4,D5
Bachelor,7,07_SARAH W.,Sarah W.,5,D1
